LHS	RHS	support	confidence	lift	count	p_value	FDR
{G_IGF2}	{D_Colorectal Neoplasms}	0.001459980451109214	0.9833333333333333	1.15431802007233	236	2.5904133211790213e-12	2.99852560857232e-10
{G_H3P16}	{D_Colorectal Neoplasms}	0.003816982789552479	0.9376899696048632	1.100738063548443	617	4.763310753905181e-12	5.411650273186719e-10
{G_IGF1}	{D_Colorectal Neoplasms}	0.0024497977060985118	0.9565217391304348	1.122844352612731	396	5.558806013275549e-12	6.200595434808271e-10
{G_MMP2}	{D_Colorectal Neoplasms}	0.0031797879316531187	0.9448529411764706	1.1091465521881436	514	5.86748234787604e-12	6.428036465039197e-10
{G_IGF1R}	{D_Colorectal Neoplasms}	0.0014970985981713127	0.979757085020243	1.1501199239312587	242	8.187715352011122e-12	8.812567313085655e-10
{G_APC}	{D_Colorectal Neoplasms}	0.002462170421785878	0.9544364508393285	1.1203964686959818	398	1.4596116006278534e-11	1.5439167534227381e-9
{G_MUTYH}	{D_Colorectal Neoplasms}	0.0022394615394132856	0.9576719576719577	1.1241945742969695	362	2.58332335265828e-11	2.686218435348907e-9
{G_VDR}	{D_Colorectal Neoplasms}	0.0014352350197344816	0.9789029535864979	1.1491172737900905	232	3.32851725502958e-11	3.4034088932677453e-9
{G_TNFRSF10B}	{D_Colorectal Neoplasms}	0.001231085210892939	0.9851485148514851	1.1564488303124367	199	6.580492155933314e-11	6.6182490781394884e-9
{G_CDK1}	{D_Colorectal Neoplasms}	0.0013115078628608194	0.9814814814814815	1.1521441631607061	212	8.078777742568468e-11	7.994080879138316e-9
{G_TCF4}	{D_Colorectal Neoplasms}	0.0012991351471734532	0.9813084112149533	1.151940998963358	210	1.0739004729746047e-10	1.0457745082062221e-8
{G_IL2}	{D_Colorectal Neoplasms}	0.002035311730571743	0.9563953488372093	1.122695985229986	329	3.6691406272637595e-10	3.517215273166119e-8
{G_SRC}	{D_Colorectal Neoplasms}	0.0019425163629164966	0.9573170731707317	1.1237779815090274	314	6.282804764909722e-10	5.930001112726331e-8
{G_CDK4}	{D_Colorectal Neoplasms}	0.0013795577991413336	0.9737991266375546	1.1431259794661963	223	6.800424644639129e-10	6.297798870144478e-8
{G_IL10}	{D_Colorectal Neoplasms}	0.0018064164903554682	0.9605263157894737	1.1275452560028558	292	6.877791757125999e-10	6.297798870144478e-8
{G_ZEB1}	{D_Colorectal Neoplasms}	0.0012125261373618895	0.98	1.1504050776314068	196	7.798884202308239e-10	7.036199203111919e-8
{G_ERBB2}	{D_Colorectal Neoplasms}	0.004608836593543917	0.9220297029702971	1.082354746963273	745	8.29681450234817e-10	7.376950285783481e-8
{G_KDR}	{D_Colorectal Neoplasms}	0.002090988951164891	0.952112676056338	1.1176686296045286	338	1.3535130273385977e-9	1.1862574889603282e-7
{G_RELA}	{D_Colorectal Neoplasms}	0.001565148534451827	0.9656488549618321	1.1335585162826995	253	1.418029796454357e-9	1.2252975776404901e-7
{G_CDH2}	{D_Colorectal Neoplasms}	0.0014166759462034323	0.9703389830508474	1.1390641766585619	229	1.5554905459394464e-9	1.32540756935257e-7
{G_EGF}	{D_Colorectal Neoplasms}	0.0011630352746124246	0.9791666666666666	1.1494268420211762	188	2.4013922909803134e-9	2.0181563979677017e-7
{G_SMAD4}	{D_Colorectal Neoplasms}	0.002103361666852257	0.94972067039106145	1.114860695458552	340	3.260527716121639e-9	2.703153721406251e-7
{G_FASLG}	{D_Colorectal Neoplasms}	9.712581814582483e-4	0.9874213836477987	1.1591169117451605	157	3.4344631111948373e-9	2.8093908249573766e-7
{G_PROM1}	{D_Colorectal Neoplasms}	0.0025611521472848077	0.9409090909090909	1.104516934460581	414	3.811110522061287e-9	3.0764688227428944e-7
{G_IGFBP3}	{D_Colorectal Neoplasms}	0.0010393081177387624	0.9824561403508771	1.1532882983773503	168	5.859258896871147e-9	4.668383549649933e-7
{G_PTGDR}	{D_Colorectal Neoplasms}	0.0010331217598950793	0.9823529411764705	1.1531671546485291	167	6.762733610280214e-9	5.319150089624246e-7
{G_IFNA1}	{D_Colorectal Neoplasms}	0.0011135444118629597	0.9782608695652174	1.1483635424448384	180	7.345185277693356e-9	5.704140718816296e-7
{G_MIR21}	{D_Colorectal Neoplasms}	0.001682689333481806	0.9577464788732394	1.1242820534483426	272	7.580651530567176e-9	5.813412142503703e-7
{G_DNMT1}	{D_Colorectal Neoplasms}	9.341400343961496e-4	0.9869281045751634	1.1585378599596001	151	8.35084523803211e-9	6.324992041398395e-7
{G_HIF1A}	{D_Colorectal Neoplasms}	0.0031055516375289214	0.9313543599257885	1.0933008007477307	502	9.024066194395315e-9	6.751542207636007e-7
{G_TGFA}	{D_Colorectal Neoplasms}	0.00101456268636403	0.9820359281437125	1.1527950185234679	164	1.039207633559563e-8	7.589927180818953e-7
{G_JUN}	{D_Colorectal Neoplasms}	0.00101456268636403	0.9820359281437125	1.1527950185234679	164	1.039207633559563e-8	7.589927180818953e-7
{G_CASP7}	{D_Colorectal Neoplasms}	8.042265196788043e-4	0.9923664122137404	1.1649217953893356	130	1.7855091291887252e-8	1.2887174714791564e-6
{G_COL11A2}	{D_Colorectal Neoplasms}	0.0011382898432376921	0.9735449735449735	1.1428276335394605	184	2.438616326096469e-8	1.7396408326281204e-6
{G_CDK2}	{D_Colorectal Neoplasms}	0.0012063397795182063	0.9701492537313433	1.1388414566865892	195	2.8252740178950912e-8	1.9923052988260214e-6
{G_COX1}	{D_Colorectal Neoplasms}	0.0011939670638308401	0.9698492462311558	1.1384892830625655	193	3.672411998939987e-8	2.5602554106246386e-6
{G_MARCHF8}	{D_Colorectal Neoplasms}	7.732947304603888e-4	0.9920634920634921	1.1645662026557002	125	3.8370066587828014e-8	2.6449478484980323e-6
{G_LGR5}	{D_Colorectal Neoplasms}	0.0013300669363918687	0.9641255605381166	1.1317703472625262	215	4.121578419010857e-8	2.809542622292401e-6
{G_ICAM1}	{D_Colorectal Neoplasms}	8.660900981156354e-4	0.9859154929577465	1.1573491726674114	140	4.224897881774236e-8	2.8483240115038396e-6
{G_PIK3CD}	{D_Colorectal Neoplasms}	8.41344666740903e-4	0.9855072463768116	1.1568699390555408	136	7.597545109616882e-8	5.01192895134404e-6
{G_SNAI2}	{D_Colorectal Neoplasms}	8.41344666740903e-4	0.9855072463768116	1.1568699390555408	136	7.597545109616882e-8	5.01192895134404e-6
{G_MMP7}	{D_Colorectal Neoplasms}	0.0016146393972012918	0.9525547445255474	1.1181875661470178	261	8.906826486703128e-8	5.813125584672733e-6
{G_MCL1}	{D_Colorectal Neoplasms}	8.289719510535368e-4	0.9852941176470589	1.156619750919932	134	1.0182367013214354e-7	6.5756654343231644e-06
{G_FN1}	{D_Colorectal Neoplasms}	0.001342439652079235	0.9601769911504425	1.1271351898411384	217	1.233523343116185e-7	7.88298511460187e-6
{G_ZHX2}	{D_Colorectal Neoplasms}	0.0015898939658265593	0.9518518518518518	1.1173624525747226	257	1.4000043328303957e-7	8.854666579293275e-6
{G_EPCAM}	{D_Colorectal Neoplasms}	0.0017074347648565384	0.9484536082474226	1.1133733130874126	276	1.4909031400146015e-7	9.333357922438346e-6
{G_MTHFR}	{D_Colorectal Neoplasms}	0.0018682800687922993	0.94375	1.1078518285863677	302	1.9297160687501676e-7	1.195839200180028e-5
{G_ERBB3}	{D_Colorectal Neoplasms}	9.650718236145652e-4	0.975	1.1445356639700222	156	2.0074593387912825e-7	1.2315763043484519e-5
{G_IL4}	{D_Colorectal Neoplasms}	0.0010393081177387624	0.9710982658959537	1.1399554856793461	168	2.0653648787013946e-7	1.2545557951319857e-5
{G_ADIPOQ}	{D_Colorectal Neoplasms}	9.588854657708821e-4	0.9748427672955975	1.144351091213375	155	2.3002413350282933e-7	1.3835275088626058e-5
{G_UGT1A1}	{D_Colorectal Neoplasms}	0.0015527758187644607	0.9507575757575758	1.1160779007633084	251	2.7444064663409493e-7	1.6346537544661868e-5
{G_IL1A}	{D_Colorectal Neoplasms}	7.794810883040719e-4	0.984375	1.1555408145851185	126	3.271519398911614e-7	1.92988187618488e-5
{G_GAST}	{D_Colorectal Neoplasms}	9.279536765524665e-4	0.974025974025974	1.143392271698324	150	4.533356421452738e-7	2.6487753948202426e-5
{G_ITGB1}	{D_Colorectal Neoplasms}	8.475310245845861e-4	0.9785714285714285	1.1487281022995828	137	4.7438502289549435e-7	2.7199552480970635e-5
{G_EIF2AK3}	{D_Colorectal Neoplasms}	8.475310245845861e-4	0.9785714285714285	1.1487281022995828	137	4.7438502289549435e-7	2.7199552480970635e-5
{G_TYMS}	{D_Colorectal Neoplasms}	0.004509854868044987	0.9101123595505618	1.0683651833082317	729	5.060704016706059e-7	2.8526366354325837e-5
{G_AXIN2}	{D_Colorectal Neoplasms}	6.681266471177759e-4	0.9908256880733946	1.1631131659257814	108	5.110832724734906e-7	2.8526366354325837e-5
{G_CD4}	{D_Colorectal Neoplasms}	0.002196157034507504	0.9342105263157895	1.0966536051534626	355	5.114751913571055e-7	2.8526366354325837e-5
{G_EZH2}	{D_Colorectal Neoplasms}	9.155809608651003e-4	0.9736842105263158	1.1429910814275526	148	5.940222813327356e-7	3.283177203582282e-5
{G_ITK}	{D_Colorectal Neoplasms}	8.351583088972199e-4	0.9782608695652174	1.1483635424448384	135	6.272402031492413e-7	3.4358202199291035e-5
{G_ESR2}	{D_Colorectal Neoplasms}	8.289719510535368e-4	0.9781021897810219	1.14817727098621	134	7.210913901512478e-7	3.914951927945049e-5
{G_ABCG2}	{D_Colorectal Neoplasms}	8.227855932098537e-4	0.9779411764705882	1.1479882602414249	133	8.288619524507267e-7	4.4605860335835163e-05
{G_DDIT3}	{D_Colorectal Neoplasms}	7.361765833982901e-4	0.9834710743801653	1.1544797119087318	119	9.030675769733175e-7	4.8176692041141766e-5
{G_NOTCH1}	{D_Colorectal Neoplasms}	7.29990225554607e-4	0.9833333333333333	1.15431802007233	118	1.0435285480815272e-6	5.4982535525896485e-5
{G_TERT}	{D_Colorectal Neoplasms}	0.0010331217598950793	0.9653179190751445	1.1331700363598263	167	1.0485666921809109e-6	5.4982535525896485e-5
{G_MLH1}	{D_Colorectal Neoplasms}	0.012879997030548235	0.8852040816326531	1.0391257859696434	2082	1.2902388930354372e-6	6.708148820993566e-5
{G_SMAD2}	{D_Colorectal Neoplasms}	7.176175098672408e-4	0.9830508474576272	1.1539864147807264	116	1.3928531590057224e-6	7.180801790336224e-5
{G_LGALS3}	{D_Colorectal Neoplasms}	6.248221422119942e-4	0.9901960784313726	1.1623740780389367	101	1.4752006204846765e-6	7.541963172227908e-5
{G_NFE2L2}	{D_Colorectal Neoplasms}	8.722764559593185e-4	0.9724137931034482	1.1414997603520645	141	1.5218557217467993e-6	7.716185828856705e-5
{G_CCNB1}	{D_Colorectal Neoplasms}	0.0012001534216745232	0.9556650246305419	1.1218386702548153	194	1.9116048398954882e-6	9.612865321933459e-5
{G_SIRT1}	{D_Colorectal Neoplasms}	8.599037402719523e-4	0.972027972027972	1.1410468516538144	139	1.988055376800561e-6	9.916032306236944e-5
{G_CCNA2}	{D_Colorectal Neoplasms}	7.794810883040719e-4	0.9767441860465116	1.1465831338519006	126	2.187965211170211e-6	1.0825134331071971e-4
{G_JAK2}	{D_Colorectal Neoplasms}	6.062630686809447e-4	0.98989898989899	1.162025330940815	98	2.320560562696605e-6	1.1389311241714938e-4
{G_MAP2K1}	{D_Colorectal Neoplasms}	9.217673187087834e-4	0.9675324675324676	1.1357696565536683	149	2.475016253554694e-6	1.2050971996474641e-4
{G_FBXW7}	{D_Colorectal Neoplasms}	6.866857206488253e-4	0.9823008849557522	1.1531060467499203	111	2.8601578006929085e-6	1.3816589060827554e-4
{G_NFKBIA}	{D_Colorectal Neoplasms}	5.938903529935785e-4	0.9896907216494846	1.1617808484390393	96	3.137293026586295e-6	1.497726700937559e-4
{G_BMI1}	{D_Colorectal Neoplasms}	4.887222696509656e-4	1	1.1738827322769458	79	3.1492541877904664e-6	1.497726700937559e-4
{G_GSTM1}	{D_Colorectal Neoplasms}	9.774445393019313e-4	0.9634146341463414	1.1309358030473016	158	3.2523473120799157e-6	1.5348577507392526e-4
{G_CD68}	{D_Colorectal Neoplasms}	7.547356569293395e-4	0.976	1.145709546702299	122	3.796310975935603e-6	1.7778906746080094e-4
{G_CSF2}	{D_Colorectal Neoplasms}	7.423629412419732e-4	0.975609756097561	1.1452514461238497	120	4.995356674552802e-6	2.3217055453319274e-4
{G_MGMT}	{D_Colorectal Neoplasms}	0.0013857441569850167	0.9451476793248945	1.109492540211122	224	5.207046327299663e-6	2.4018969336829648e-4
{G_ODC1}	{D_Colorectal Neoplasms}	7.176175098672408e-4	0.9747899159663865	1.1442890499506362	116	8.630115165745262e-6	3.9511758613318794e-4
{G_DPYD}	{D_Colorectal Neoplasms}	0.0020043799413533275	0.9283667621776505	1.0897937113402019	324	8.719774875714451e-6	3.962653249074678e-4
{G_ABCC1}	{D_Colorectal Neoplasms}	6.310085000556773e-4	0.9807692307692307	1.151308064348543	102	1.0347998120897556e-5	4.668012387625478e-4
{G_SFRP2}	{D_Colorectal Neoplasms}	5.443994902441136e-4	0.9887640449438202	1.1606930386558565	88	1.0439298558399416e-5	4.674824573414629e-4
{G_POU5F1}	{D_Colorectal Neoplasms}	7.794810883040719e-4	0.9692307692307692	1.1377632635915014	126	1.1083182491815981e-5	4.92719743386167e-4
{G_GSTK1}	{D_Colorectal Neoplasms}	7.052447941798746e-4	0.9743589743589743	1.1437831750390755	114	1.1330305712882005e-5	5.000821981908712e-4
{G_IL17A}	{D_Colorectal Neoplasms}	8.475310245845861e-4	0.9647887323943662	1.1325488332531097	137	1.1460304450500687e-5	5.022069128844408e-4
{G_AURKA}	{D_Colorectal Neoplasms}	6.248221422119942e-4	0.9805825242718447	1.1510888928152576	101	1.1927842051597347e-5	5.189880211812037e-4
{G_LEF1}	{D_Colorectal Neoplasms}	4.330450490578177e-4	1	1.1738827322769458	70	1.3339557841911655e-5	5.76325263099493e-4
{G_MIR145}	{D_Colorectal Neoplasms}	8.351583088972199e-4	0.9642857142857143	1.1319583489813407	135	1.4749912722789838e-5	6.328021996805291e-4
{G_NELFCD}	{D_Colorectal Neoplasms}	6.124494265246279e-4	0.9801980198019802	1.1506375296576004	99	1.583981118442692e-5	6.748419556698552e-4
{G_RB1}	{D_Colorectal Neoplasms}	8.227855932098537e-4	0.9637681159420289	1.1313507492234334	133	1.8965811194365022e-5	8.024500115684787e-4
{G_TF}	{D_Colorectal Neoplasms}	6.804993628051421e-4	0.9734513274336283	1.1427177039864074	110	1.9482160629599622e-5	8.186510648122855e-4
{G_STAT1}	{D_Colorectal Neoplasms}	5.134677010256981e-4	0.9880952380952381	1.1599079378450776	83	2.2051375093871022e-5	9.203073891217601e-4
{G_AXIN1}	{D_Colorectal Neoplasms}	5.938903529935785e-4	0.9795918367346939	1.1499259418223144	96	2.4207714684023385e-5	9.96740467023379e-4
{G_FCGR3A}	{D_Colorectal Neoplasms}	5.938903529935785e-4	0.9795918367346939	1.1499259418223144	96	2.4207714684023385e-5	9.96740467023379e-4
{G_FANCB}	{D_Colorectal Neoplasms}	5.07281343182015e-4	0.9879518072289156	1.159739566827826	82	2.5599412971066106e-5	0.0010470159905166037
{G_YAP1}	{D_Colorectal Neoplasms}	8.042265196788043e-4	0.9629629629629629	1.1304055940444662	130	2.7602493209073105e-5	0.001121465535348765
{G_SEPTIN9}	{D_Colorectal Neoplasms}	6.619402892740928e-4	0.9727272727272728	1.141867748669393	107	2.9188682608606957e-5	0.0011704089398941419
{G_TCF7L2}	{D_Colorectal Neoplasms}	6.619402892740928e-4	0.9727272727272728	1.141867748669393	107	2.9188682608606957e-5	0.0011704089398941419
{G_LEP}	{D_Colorectal Neoplasms}	7.29990225554607e-4	0.9672131147540983	1.1353947738416361	118	3.1339372139736364e-5	0.0012484873251771597
{G_IFI27}	{D_Colorectal Neoplasms}	0.0012743897157987208	0.9406392694063926	1.1042001956577663	206	3.388289764229485e-5	0.001341106948615993
{G_EP300}	{D_Colorectal Neoplasms}	4.949086274946488e-4	0.9876543209876543	1.1593903528661194	80	3.448661595332529e-5	0.001356252492779812
{G_UGT1A}	{D_Colorectal Neoplasms}	3.9592690199571906e-4	1	1.1738827322769458	64	3.49201583616095e-5	0.0013645552327928299
{G_PKM}	{D_Colorectal Neoplasms}	5.753312794625292e-4	0.9789473684210527	1.1491694115974314	93	3.693411657041802e-5	0.0014341190199969275
{G_GLI1}	{D_Colorectal Neoplasms}	4.887222696509656e-4	0.9875	1.1592091981234842	79	4.001973912298119e-5	0.001544157858613142
{G_CEACAM5}	{D_Colorectal Neoplasms}	7.176175098672408e-4	0.9666666666666667	1.1347533078677143	116	4.054243860810889e-5	0.001544893545718932
{G_CHEK1}	{D_Colorectal Neoplasms}	7.176175098672408e-4	0.9666666666666667	1.1347533078677143	116	4.054243860810889e-5	0.001544893545718932
{G_HSPA4}	{D_Colorectal Neoplasms}	5.691449216188461e-4	0.9787234042553191	1.1489065039306279	92	4.2502656417526096e-5	0.0015997165467578074
{G_MIR143}	{D_Colorectal Neoplasms}	5.691449216188461e-4	0.9787234042553191	1.1489065039306279	92	4.2502656417526096e-5	0.0015997165467578074
{G_MIR34A}	{D_Colorectal Neoplasms}	7.114311520235577e-4	0.9663865546218487	1.1344244891751998	115	4.609515087896455e-5	0.0017243521380637043
{G_RAF1}	{D_Colorectal Neoplasms}	5.62958563775163e-4	0.978494623655914	1.1486379423355062	91	4.890089593101726e-5	0.0018182242214350962
{G_PLAUR}	{D_Colorectal Neoplasms}	7.052447941798746e-4	0.9661016949152542	1.1340900972845072	114	5.239486175748191e-5	0.0019364004631454912
{G_SMAD3}	{D_Colorectal Neoplasms}	6.990584363361915e-4	0.9658119658119658	1.1337499892931187	113	5.9539949458589746e-5	0.002187290957655378
{G_BECN1}	{D_Colorectal Neoplasms}	8.908355294903679e-4	0.9536423841059603	1.1194643274694054	144	6.13828165843026e-5	0.0022415689270517646
{G_DNMT3B}	{D_Colorectal Neoplasms}	4.7016319611991637e-4	0.987012987012987	1.1586375019876347	76	6.248595531741549e-5	0.002268351099836355
{G_PTK2B}	{D_Colorectal Neoplasms}	5.505858480877967e-4	0.978021978021978	1.1480831117873425	89	6.469166779634914e-5	0.0023346081290035407
{G_TLR4}	{D_Colorectal Neoplasms}	7.609220147730226e-4	0.9609375	1.1280279380473777	123	6.565973604505066e-5	0.002341991166490615
{G_FOS}	{D_Colorectal Neoplasms}	7.609220147730226e-4	0.9609375	1.1280279380473777	123	6.565973604505066e-5	0.002341991166490615
{G_CASR}	{D_Colorectal Neoplasms}	3.711814706209866e-4	1	1.1738827322769458	60	6.632695092464292e-5	0.0023521147047554005
{G_MMP1}	{D_Colorectal Neoplasms}	6.928720784925084e-4	0.9655172413793104	1.1334040173708444	112	6.764141854851983e-5	0.0023849431195124664
{G_MAP1LC3A}	{D_Colorectal Neoplasms}	5.443994902441136e-4	0.9777777777777777	1.1477964493374582	88	7.438330150757113e-5	0.0026076660271368507
{G_PTK2}	{D_Colorectal Neoplasms}	0.0012187124952055728	0.9380952380952381	1.10121380123123	197	8.380034441128208e-5	0.0028964455596414375
{G_PGP}	{D_Colorectal Neoplasms}	4.5779048043255015e-4	0.9866666666666667	1.1582309625132532	74	8.403705128218025e-5	0.0028964455596414375
{G_CLDN1}	{D_Colorectal Neoplasms}	4.5779048043255015e-4	0.9866666666666667	1.1582309625132532	74	8.403705128218025e-5	0.0028964455596414375
{G_NANOG}	{D_Colorectal Neoplasms}	5.382131324004305e-4	0.9775280898876404	1.1475033450347674	87	8.550815939812852e-5	0.0029306846810475892
